reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,translated_content
899a0322-f0a6-4ead-bb5e-c91969974cd7,Abdurazak Farah Hirsi,https://play-lh.googleusercontent.com/a-/ALV-UjVJFZJsBnKeWNB9hJxugCNIB4DEdATkqG2JtCLmIzW5TIOTDa0,Gut app ich bin zufrieden,5,0,5.1.50,2024-06-07 14:06:07,,,5.1.50,Good app I am satisfied
cb67eceb-e1f9-4ed4-aed8-eef030a4bcc6,bledar poci,https://play-lh.googleusercontent.com/a-/ALV-UjWhbQyenG4x1o0eAiDYODjsEpxf8rY7YVEXvByyqnYO1waDGMuv,Would be 5 stars if I could see the monthly usage. It is an essential feature. What's the point of entering the meter readings every month?,3,1,5.1.49,2024-04-30 16:20:19,,,5.1.49,Would be 5 stars if I could see the monthly usage. It is an essential feature. What's the point of entering the meter readings every month?
58d4e89e-4f0d-490a-911a-fb12b90510c8,Akram Naghipour,https://play-lh.googleusercontent.com/a/ACg8ocKbhx72yeklYtqXeZeZR5m1G9rubgjvokhweI6aqPD9QGpapA=mo,sehr Gut,5,0,5.1.46,2024-04-01 12:15:16,,,5.1.46,very good
77c1b93e-2c03-4c96-aaf7-44f9720a8256,Waqar Khan,https://play-lh.googleusercontent.com/a-/ALV-UjU9efb_HArmNeXJTMeP1oY2F2j4F_h2-_G9Fn-GZ4EyX6TQm6W4,Hi to long for a little sleep,5,0,,2024-03-19 13:33:17,,,,Hi to long for a little sleep
47e9f01e-1781-45b2-8a73-c7a09b0e0c75,ilyas Ilyas,https://play-lh.googleusercontent.com/a/ACg8ocK0kGPG5nWhLrS9-QlGcdSEcUIEFCjK7RImg71xpsxqNC_wLg=mo,"ilyas king,s",1,0,,2024-02-27 08:14:34,,,,"ilyas king,s"
cd87bc72-a2fb-4cb6-8b9d-355df91c5c27,San Ebo,https://play-lh.googleusercontent.com/a-/ALV-UjWTi1ZehM0HRsLlOXYNQeJ9-G2DkX6IkfjOAHq9Bu41guWDoYUM,poor,1,0,5.1.45,2024-02-03 19:28:33,,,5.1.45,poor
7006fc35-f708-4e4f-8060-077a18a9e829,Armin România (Armin 2627),https://play-lh.googleusercontent.com/a-/ALV-UjUjOsWEp0mqcrO0qSjxnz7DR3xFiKWOdv9dyIft2Dtu81UKYTk,Cannot change language cannot translate text. Cannot do Screenshots. And a lot of time is not working properly + is telling me that my password is wrong when is not.,1,1,,2024-01-23 13:54:03,"Hallo Armin, vielen Dank für Ihre Hinweise. Wir geben diese gern bei uns im Hause an unseren Fachbereich rund um die IT weiter. Wenn wir Sie bei Ihrem Login unterstützen können, senden Sie uns bitte eine E-Mail mit genaueren Details an socialmedia@eon.de. Wir kümmern uns gern um alles Weitere für Sie. Viele Grüße Ihre E.ON Energie Deutschland",2024-01-24 08:34:00,,Cannot change language cannot translate text. Cannot do Screenshots. And a lot of time is not working properly + is telling me that my password is wrong when is not.
9e422a2e-bc81-4fba-8d35-a124565d1519,Jordanco Pecev,https://play-lh.googleusercontent.com/a-/ALV-UjV1qn0LaN0mJIeMbqh0PFHgpN-73b8dB5ctEVLXyEYYbxlqgGcZ,super,5,0,5.1.44,2024-01-16 17:04:23,,,5.1.44,super
59b34c3b-0565-4597-82c8-4f2f737ff814,Adrian Clark,https://play-lh.googleusercontent.com/a/ACg8ocKtV6leC8z-ihR9JqPfRqWZewIdbF7A2VTbvkp4bn6Mya7smA=mo,E-on the Best.,5,0,5.1.44,2024-01-04 17:51:10,,,5.1.44,E-on the Best.
228ca367-5c5e-49a5-bbb7-1be66bbb5aae,Mahmut KURT,https://play-lh.googleusercontent.com/a/ACg8ocJlmxs8XMl-o07aMXM-rdC0tMpdaP7OWkI_PVHvIP5LzuHywg=mo,"Fingerabdrucksensor funktioniert immer noch nicht, sodass man immer wieder seine Daten angeben muss, was extrem nervig ist. Bitte Fehler beheben!..",3,0,5.1.44,2024-01-04 12:27:54,"Hallo Mahmut, vielen Dank für Ihren Beitrag. Es tut uns leid, dass Sie unzufrieden sind. Wir geben Ihr Feedback sehr gern weiter. Viele Grüße Ihre E.ON Energie Deutschland",2024-01-04 12:43:41,5.1.44,"Fingerprint sensor still doesn't work, so you always have to provide your data, which is extremely annoying. Please fix errors! .."
707c6a74-4c76-4900-a735-0a1d75fa0bff,Didi Curry,https://play-lh.googleusercontent.com/a-/ALV-UjU7jLd8JaGL3OiD-luqI_r78ssv5Tw_BIHqs6uZQUdY9nhGH-U,everything takes so long to load,3,0,5.1.44,2024-01-03 21:45:14,,,5.1.44,everything takes so long to load
1c21e3de-f1ed-47ea-a629-89587013fb83,JYB,https://play-lh.googleusercontent.com/a-/ALV-UjXUxjB5Ls2tHwRq3LJH6xNcUjujM7vk_kAznvxGWN9YbyR1cxKL,Noch am testen. Aber übersichtlich,5,0,5.1.44,2023-12-07 10:25:28,,,5.1.44,Still testing. But clear
81dabf3b-2cb0-4c73-85cf-b5c9a3db57d5,Hassan Said,https://play-lh.googleusercontent.com/a/ACg8ocKLilzokIOCdQThkcrd0EBTz-aGYzUfVDskbBi3e7rhfBhZ=mo,Good,5,0,5.1.43,2023-11-29 13:46:32,,,5.1.43,Good
13fbad7d-4c0e-4ea3-9ff3-26a3a8a29b0a,Sarah Ayoub,https://play-lh.googleusercontent.com/a-/ALV-UjVw8pKgdLI4bBF4MFMeGXJT_6mwGRKCVuAEtyPrhCkV8Yq4lZUrQA,My roommate and I went 3 times in order to get our heating contract scripted.. it's Almost December and the contract isn't ready yet... Unbelievable!,1,2,5.1.42,2023-11-28 12:52:48,"Hallo Sarah, es tut uns leid, dass Sie sich über uns ärgern. Hier dreht sich allerdings alles ausschließlich um unsere Mein E.ON App. Bitte wenden Sie sich deshalb mit anderen Themen direkt an unsere Kollegen vom Kundenservice, die Ihnen gern mit Rat und Tat zur Seite stehen. Viele Grüße Ihre E.ON Energie Deutschland",2023-11-28 13:08:13,5.1.42,My roommate and I went 3 times in order to get our heating contract scripted.. it's Almost December and the contract isn't ready yet... Unbelievable!
8b81e0c1-eaba-4cac-b83e-4a7841c49b1a,morhio Georg,https://play-lh.googleusercontent.com/a/ACg8ocKPMF2s6ZUG-MhBC0GLrTeKQKYtzMqwIeWpFlrUhEXFsTtr6w=mo,There's no much to do in the app. Screenshot is also not possible so when you send them meter reading thru the app you can't proof what did you send them. Probably can save you time when you want to reach them and that is something that you'll definitely need.,2,8,5.1.42,2023-11-18 13:03:31,"Hallo Georg, vielen Dank für Ihre Rezension. Es tut uns leid, wenn Sie mit den aktuellen Möglichkeiten der App nicht zufrieden sind. Senden Sie uns gern weitere Details per E-Mail an socialmedia@eon.de. Wir kümmern uns gern darum. Viele Grüße Ihre E.ON Energie Deutschland",2023-11-20 14:44:43,5.1.42,There's no much to do in the app. Screenshot is also not possible so when you send them meter reading thru the app you can't proof what did you send them. Probably can save you time when you want to reach them and that is something that you'll definitely need.
8d764d7a-1814-48f7-8ee6-c835541abfb1,Pst Smart Michael uhunmwangho,https://play-lh.googleusercontent.com/a-/ALV-UjXGGSTlJHEJpgfsAtTUVgwRofIN4VlwE2HGgi3Eyqwzx62uhPii,"easy to understand,I give you guys 5 star because you guys have done a great job,",5,0,5.1.42,2023-11-17 19:33:11,"Hallo und vielen Dank für die tolle Rezension. Wir freuen uns, dass Sie so zufrieden sind. Viele Grüße Ihre E.ON Energie Deutschland",2023-11-20 14:26:09,5.1.42,"easy to understand,I give you guys 5 star because you guys have done a great job,"
72e6ab08-d689-48e8-a8b5-facfd3dc7449,Muxsin Hasan,https://play-lh.googleusercontent.com/a-/ALV-UjXv2pagwayAM4qw-hbP_WkLroXk7Ds-CfH1u4521p8xlABd80eo,Very poor . Very poor customer service . Am still waiting my yealy calculation bill . You make great mistake on my yealy calculation bill and i am still waiting the correct one . I will not advice anyone to join E.on Germany . 😒😒😒😒😒,1,0,5.1.40,2023-10-12 05:15:27,"Hallo Hasan, vielen Dank für Ihre Nachricht. Es tut uns leid, dass Sie sich über uns ärgern. Schicken Sie uns bitte Ihre Daten an unser Postfach socialmedia@eon.de. Wir sehen uns Ihre Rechnung gern für Sie an und unterstützen Sie bei der Klärung. Viele Grüße Ihre E.ON Energie Deutschland",2023-10-12 08:26:14,5.1.40,Very poor . Very poor customer service . Am still waiting my yealy calculation bill . You make great mistake on my yealy calculation bill and i am still waiting the correct one . I will not advice anyone to join E.on Germany . 😒😒😒😒😒
ce911d36-0ca0-48dc-86e4-1de0cbb20424,Sharon Kirkham,https://play-lh.googleusercontent.com/a/ACg8ocKUXb_G1DP3F845RfxPYKteLKCeOljkDofnaX9Vwgv1KRMfDA=mo,Rubbish,1,1,,2023-10-10 14:24:00,,,,Rubbish
5b24fa5b-1802-49ca-bcbc-dcaf466aec6d,Jaya Katkoor,https://play-lh.googleusercontent.com/a-/ALV-UjUgacL_GCGvrHOZHc4YuZNzq2v0O05gV68z43bOjkUgtSu-mrl8,It is very easy to use and understandable.,4,0,5.1.39,2023-10-03 18:58:39,,,5.1.39,It is very easy to use and understandable.
0eb75f8b-4955-4b0c-8f80-06a78cb74fef,Anelia Dremsizova,https://play-lh.googleusercontent.com/a-/ALV-UjW1fJo8YC2ha43ffa2kQfoMWnkYE43W3yxkj6trnfKRvLwUYrnQhA,What language is this app 😳 I can't sign in usto be an English app? How many apps are there on e-on they hold that is not easy for me just to download and delete. So where is the British app on eon where I can see my old bills from my previous address?,1,0,5.1.38,2023-07-25 17:15:04,"Hello Anelia, thank your for your comment. You chose the german app where you can not link your previous data. To check your old bills please get in contact with our colleagues from the e.on energy uk to use the british app. Best regards, Your E.ON Energie Deutschland",2023-07-26 09:10:18,5.1.38,What language is this app 😳 I can't sign in usto be an English app? How many apps are there on e-on they hold that is not easy for me just to download and delete. So where is the British app on eon where I can see my old bills from my previous address?
bd1c410b-9bb7-4b88-b513-9eeffce1411b,Kenny,https://play-lh.googleusercontent.com/a-/ALV-UjXSXkDAWKVkAGaRT1sVQfXXp8P5NiFem_Tw0gahU7tckdc9mCyG,Easy to use and everything you need in one tap on your display. Simple and functional.,5,1,5.1.37,2023-07-04 16:49:40,"Hallo Kenny, vielen Dank für Ihr Feedback und Ihre 5*****. Wir freuen uns riesig, dass Sie zufrieden mit uns sind. 🤗Viele Grüße Ihre E.ON Energie Deutschland",2023-07-05 11:33:48,5.1.37,Easy to use and everything you need in one tap on your display. Simple and functional.
2dfa9b82-e63d-499d-a4d6-78382875b2d9,Nick Kraus,https://play-lh.googleusercontent.com/a-/ALV-UjX54rWG4LzXxLx4qVIubOwrtikUdb8Dh1AMx4pzmnAcv5C3KOI,Slick app and easy to navigate. Pity the call center is so inefficient and waiting time to talk to an agent is absolutely ridiculous.,5,3,5.1.37,2023-06-28 17:26:24,,,5.1.37,Slick app and easy to navigate. Pity the call center is so inefficient and waiting time to talk to an agent is absolutely ridiculous.
5de51cd7-cdfa-4c12-8748-b1bf6cb9001a,Bahman Kardan,https://play-lh.googleusercontent.com/a-/ALV-UjVoHA47KZP4fEfciEF3biu_Rx7cohNBhllajAR57aUWpttfnyNl,"As long as you have no problem with EON, all goes fine. This comment is not for it the app but for customer service which is awful in E.ON. Update : After contacting social media team, they corrected the future payment plan. 🙏",4,3,5.1.37,2023-06-14 23:06:08,"Hallo Bahman, vielen Dank für Ihre Rezension. Es tut uns leid, dass Sie aktuell nicht mit uns zufrieden sind. Wenn wir Sie unterstützen können, dann schicken Sie uns gern eine Nachricht mit weiteren Details an socialmedia@eon.de. Wir kümmern uns dann gern um alles Weitere für Sie. Viele Grüße Ihre E.ON Energie Deutschland",2023-06-07 13:28:29,5.1.37,"As long as you have no problem with EON, all goes fine. This comment is not for it the app but for customer service which is awful in E.ON. Update : After contacting social media team, they corrected the future payment plan. 🙏"
5a8c6c77-1660-41b7-a47a-4e6783db7d6e,Wieger Engbrenghof,https://play-lh.googleusercontent.com/a/ACg8ocJSdcXYUJO9c_KkWSNWT6RZn8w_JtLZ8o31iOxMR4YLwmiyaZs=mo,Zählerstand übermitteln funktioniert nicht,2,0,5.1.35,2023-05-31 23:09:38,"Hallo Wieger, vielen Dank für Ihr Feedback. Mögen Sie uns einen Screenshot der Fehlermeldung zusammen mit Ihrer Vertragsnummer an socialmedia@eon.de senden? Wir schauen uns das dann gern einmal genau an. Und Ihren Zählerstand können Sie dabei auch übermitteln. Wir kümmern uns für Sie darum. Viele Grüße Ihre E.ON Energie Deutschland",2023-06-01 13:39:03,5.1.35,Transfer counter state does not work
014c6c1f-1e2c-482a-ae42-2b0d6fee8d3b,Maryam Bhatti,https://play-lh.googleusercontent.com/a/ACg8ocL_wFYM6OWf0ijiwSqvShSzpVY7LbgctWIfjimVEULht7FfEV4=mo,it's easy and brilliant. everything is in here and easy to understand 😌,5,1,5.1.36,2023-05-22 13:00:54,,,5.1.36,it's easy and brilliant. everything is in here and easy to understand 😌
6e4a9a9e-9263-4d50-ad19-38b3f57d7588,Puskar Ghimire,https://play-lh.googleusercontent.com/a-/ALV-UjXtlB3lY5SYuFUtpHAbr0qjX-penxfEcVVWKIMyL9ekDoAl85A,Price is too high and very bad service.. i got too much stress...,1,0,5.1.35,2023-04-23 09:53:58,"Es tut uns wirklich leid, dass Sie nicht zufrieden sind. Wenn wir Sie irgendwie unterstützen können, dann schicken Sie uns gern eine Nachricht an socialmedia@eon.de. Wir kümmern uns gern darum. Viele Grüße Ihre E.ON Energie Deutschland",2023-04-24 11:58:49,5.1.35,Price is too high and very bad service.. i got too much stress...
064a6032-f119-46c0-b4b0-998467f34048,Cordula S,https://play-lh.googleusercontent.com/a/ACg8ocILM9oNN6D7noSilSwJGc13iLWqCYdz_U9Af3wisO6r_KECFg=mo,Nicht zu gebrauchen!,1,1,5.1.35,2023-04-08 08:45:43,,,5.1.35,Not to be used!
74eb3f4e-84c0-48a5-9ffc-f124db461726,J T,https://play-lh.googleusercontent.com/a/ACg8ocJmaG7dTDLOoA0qjUn4y9KU_O4DBH8yFWd4JtLQI-ag57HGpQ=mo,"If you have the app crashing after log-in, when a ""Personaliert Angebote"" shows, what you gotta do is log in via web browser first, accept or reject the offer there, then after u choose an option in browser the app will quit crashing on the page after log-in.",4,1,5.1.35,2023-03-04 07:49:29,,,5.1.35,"If you have the app crashing after log-in, when a ""Personaliert Angebote"" shows, what you gotta do is log in via web browser first, accept or reject the offer there, then after u choose an option in browser the app will quit crashing on the page after log-in."
19b92e7d-d76a-4f43-9c59-3e315fff8e90,Nazir Afzali,https://play-lh.googleusercontent.com/a/ACg8ocKQis9RSTWf6Uf9M6tev-Onaq5kCbi3RZkGf5woDXTefuD3-Q=mo,top,5,0,5.1.34,2023-02-24 10:33:09,,,5.1.34,top
c7e23fcb-2f50-4e17-8b1b-c5d84210af5d,Michael Bell,https://play-lh.googleusercontent.com/a-/ALV-UjWZaHBcIksz_UOTpHO5H6JmpjbxXxhtROF30e3qkTZc5S-xoMLSiA,Hier fehlt eine Abschlag Preis Änderungen Möglichkeit,3,0,5.1.34,2023-02-10 23:03:59,,,5.1.34,There is no discount price changes here
9f850f78-89e2-4fcd-8190-4d3082a19c4c,Bernhard Werner,https://play-lh.googleusercontent.com/a/ACg8ocIHwrgxBjqWflFiowk3wChXHpSo-ECTRHyQsrp3qGEM102QJQ=mo,"Die App bleibt seit Monaten nach dem Login mit einer Fehlermeldung hängen. Zusatz: wenn die Auswahl der personalisierten Inhalte über die Website vorgenommen wird, kann die App wieder verwendet werden.",2,0,5.1.34,2023-02-06 10:02:37,"Hallo Bernhard, es tut uns leid, dass Sie die App nicht nutzen können. Wir möchten uns das gern einmal näher für Sie anschauen. Bitte schicken Sie uns Ihre Fehlermeldung und Ihre Vertragsnummer an socialmedia@eon.de. Vielen Dank im Voraus und viele Grüße Ihre E.ON Energie Deutschland",2023-02-06 09:56:59,5.1.34,"The app has been stuck with an error message for months after login. Addition: If the selection of the personalized content is carried out via the website, the app can be used again."
c92f4182-30a5-4385-8f1b-783d5d779590,Αραμ Αραμο,https://play-lh.googleusercontent.com/a/ACg8ocKw7d4WNP10DNeXhRAyrlZZzClZLIDray6iZKlXYxi9OezqoA=mo,gut,5,0,5.1.34,2023-01-31 11:09:03,,,5.1.34,gut
4402b748-9ec2-438c-9289-5e36bf42e126,Chris Beck,https://play-lh.googleusercontent.com/a/ACg8ocK4BqROEJC_qJmpxwpU-kHjmR0sM8igQpjIi7zW5bpch_SE=mo,"After login, the app crashes every time. I think it has something to do with the new feature ""personalisierte Angebote""",1,6,5.1.33,2023-01-12 12:03:02,"Hallo Chris, vielen Dank für Ihre Rezension. Schade, dass Sie die App momentan nicht nutzen können. Wir möchten Ihnen gern helfen und uns das Ganze für Sie ansehen - bitte senden Sie uns eine E-Mail mit Ihren Daten und einem Screenshot der Fehlermeldung an socialmedia@eon.de. Wir kümmern uns gern darum. Viele Grüße Ihre E.ON Energie Deutschland",2023-01-12 16:14:29,5.1.33,"After login, the app crashes every time. I think it has something to do with the new feature ""personalisierte Angebote"""
e83ddfe5-7988-4522-83a5-b38d6bb5f288,Rodica Idu,https://play-lh.googleusercontent.com/a/ACg8ocLgcIYlR72aFUaFWeCA9r4vJ1i7oguIGuQmmr4o4EPg1hw5Ww=mo,"Die App funktioniert nicht, schon seit Monaten.",1,0,5.1.33,2023-01-10 13:41:18,"Vielen Dank für Ihre Rezension. Es tut uns leid, dass Sie die App nicht nutzen können. Mögen Sie uns Ihre Vertragsnummer einmal an socialmedia@eon.de schicken? Wir prüfen das gern für Sie. Viele Grüße Ihre E.ON Energie Deutschland",2023-01-10 14:41:44,5.1.33,The app has not worked for months.
09e280e1-ea3f-42e8-a9f8-93d89d7965db,feleciano P. ybañez Jr.,https://play-lh.googleusercontent.com/a-/ALV-UjXgSgSvjs-c45wnqMTbn2Bx6MJqeBSKE6RErOI3V2OgXoY5id7r,Nice,5,0,5.1.31,2023-01-02 10:24:23,,,5.1.31,Nice
facd8e0b-48bb-4682-ab48-e3d96b11fa2c,Lia J. Lee,https://play-lh.googleusercontent.com/a/ACg8ocL1jleqA0gjgKj434AoBVefryqxWV6QNxTKJ2ve3jtevgL6ncA=mo,"Seit mehreren Monaten vollkommen unbrauchbar. Man loggt sich ein und sofort werde ich von der Startseite auf eine Seite für Personalisierte Seite weitergeleitet, mit der sofortigen Meldung 'Leider ist ein Fehler aufgetreten. Bitte versuchen Sie es noch einmal.'",1,0,5.1.32,2022-12-19 00:02:29,"Hallo Lia, es tut uns leid., dass Sie sich nicht einloggen können. Wir prüfen gern für Sie woran es liegt. Es wäre super, wenn Sie uns Ihre Vertragsnummer an socialmedia@eon.de schicken. Wir melden uns dann mit mehr Infos wieder bei Ihnen zurück. Viele Grüße Ihre E.ON Energie Deutschland",2022-12-19 14:32:20,5.1.32,"Completely unusable for several months. You log in and immediately I am forwarded from the homepage to one page for personalized page, with the immediate message 'Unfortunately, an error occurred. Please try again. '"
